"Grupa produktowa,Forma Platnosci,Wojewodztwo,Miesiac i rok transakcji,Sprzedaz (srednia),Sprzedaz (mediana),Sprzedaz (minimum),Sprzedaz (maksimum),Sprzedaz (odchylenie standardowe)"
"Zmywarki,Gotówka,Pomorze,2 2004","1323,36","1254,00","962,00","1747,00","245,92"
"Zmywarki,Gotówka,Po³udnie,2 2004","1350,02","1291,00","957,00","1799,00","248,54"
"Zmywarki,Gotówka,Pó³noc,2 2004","1318,45","1254,00","1069,00","1747,00","216,45"
"Zmywarki,Gotówka,Wschód,2 2004","1321,16","1254,00","962,00","1747,00","243,13"
"Zmywarki,Gotówka,Zachód,2 2004","1366,70","1291,00","957,00","1799,00","253,75"
"Zmywarki,Gotówka,Œl¹sk,2 2004","1312,02","1254,00","930,00","1747,00","247,87"
"Zmywarki,Karta,Centrum,2 2004","1389,03","1316,00","976,00","1834,00","261,18"
"Zmywarki,Karta,Pomorze,2 2004","1352,67","1303,00","930,00","1747,00","238,50"
"Zmywarki,Karta,Po³udnie,2 2004","1354,89","1291,00","957,00","1799,00","257,41"
"Zmywarki,Karta,Pó³noc,2 2004","1263,33","1182,00","962,00","1747,00","242,77"
"Zmywarki,Karta,Wschód,2 2004","1320,45","1263,00","930,00","1747,00","229,17"
"Zmywarki,Karta,Zachód,2 2004","1364,76","1301,00","957,00","1799,00","250,24"
"Zmywarki,Karta,Œl¹sk,2 2004","1318,39","1254,00","962,00","1747,00","237,01"
"Zmywarki,Kredyt,Centrum,2 2004","1393,32","1316,00","991,00","1834,00","259,03"
"Zmywarki,Kredyt,Pomorze,2 2004","1333,31","1254,00","962,00","1747,00","260,89"
"Zmywarki,Kredyt,Po³udnie,2 2004","1420,29","1342,00","991,00","1799,00","267,57"
"Zmywarki,Kredyt,Pó³noc,2 2004","1438,03","1303,00","962,00","1747,00","244,65"
"Zmywarki,Kredyt,Wschód,2 2004","1363,30","1303,00","962,00","1747,00","253,94"
"Zmywarki,Kredyt,Zachód,2 2004","1345,99","1291,00","962,00","1799,00","250,05"
"Zmywarki,Kredyt,Œl¹sk,2 2004","1336,66","1254,00","962,00","1747,00","247,70"
"Hi-Fi,Gotówka,Centrum,3 2004","860,08","887,00","688,00","1030,00","87,87"
"Hi-Fi,Gotówka,Pomorze,3 2004","828,72","831,00","707,00","981,00","89,45"
"Hi-Fi,Gotówka,Po³udnie,3 2004","863,90","878,00","679,00","1010,00","93,78"
"Hi-Fi,Gotówka,Pó³noc,3 2004","668,75","656,00","634,00","729,00","35,93"
"Hi-Fi,Gotówka,Wschód,3 2004","837,50","829,00","758,00","981,00","72,12"
"Hi-Fi,Gotówka,Zachód,3 2004","862,15","855,00","735,00","1010,00","85,19"
"Hi-Fi,Gotówka,Œl¹sk,3 2004","809,56","782,00","682,00","981,00","82,77"
"Hi-Fi,Karta,Centrum,3 2004","828,68","820,50","744,00","999,00","62,75"
"Hi-Fi,Karta,Pomorze,3 2004","823,29","831,00","659,00","981,00","99,08"
"Hi-Fi,Karta,Po³udnie,3 2004","852,70","874,00","747,00","1010,00","76,95"
"Hi-Fi,Karta,Pó³noc,3 2004","849,00","849,00","836,00","862,00","13,00"
"Hi-Fi,Karta,Wschód,3 2004","857,55","862,00","673,00","951,00","78,55"
"Hi-Fi,Karta,Zachód,3 2004","833,50","858,00","656,00","979,00","78,02"
"Hi-Fi,Karta,Œl¹sk,3 2004","833,17","831,00","659,00","981,00","78,71"
"Hi-Fi,Kredyt,Centrum,3 2004","845,22","872,00","706,00","1030,00","80,15"
"Hi-Fi,Kredyt,Pomorze,3 2004","813,67","831,00","748,00","862,00","48,13"
"Hi-Fi,Kredyt,Po³udnie,3 2004","823,40","817,50","750,00","887,00","54,63"
"Hi-Fi,Kredyt,Pó³noc,3 2004","729,00","729,00","729,00","729,00",",00"
"Hi-Fi,Kredyt,Wschód,3 2004","818,94","842,00","729,00","951,00","72,77"
"Hi-Fi,Kredyt,Zachód,3 2004","839,74","853,00","729,00","1010,00","77,06"
"Hi-Fi,Kredyt,Œl¹sk,3 2004","832,27","853,00","748,00","981,00","61,48"
"Lodówki,Gotówka,Centrum,3 2004","990,11","851,00","703,00","1758,00","312,35"
"Lodówki,Gotówka,Pomorze,3 2004","956,11","811,00","669,00","1675,00","307,25"
"Lodówki,Gotówka,Po³udnie,3 2004","1008,21","835,00","690,00","1725,00","338,26"
"Lodówki,Gotówka,Pó³noc,3 2004","1047,14","922,00","669,00","1675,00","362,57"
"Lodówki,Gotówka,Wschód,3 2004","960,04","811,00","669,00","1675,00","309,15"
"Lodówki,Gotówka,Zachód,3 2004","965,77","835,00","669,00","1725,00","299,20"
"Lodówki,Gotówka,Œl¹sk,3 2004","964,67","811,00","669,00","1675,00","313,85"
"Lodówki,Karta,Centrum,3 2004","999,61","851,00","690,00","1758,00","327,36"
"Lodówki,Karta,Pomorze,3 2004","985,95","894,00","669,00","1675,00","328,02"
"Lodówki,Karta,Po³udnie,3 2004","984,95","835,00","690,00","1725,00","317,88"
"Lodówki,Karta,Pó³noc,3 2004","958,60","811,00","669,00","1675,00","317,23"
"Lodówki,Karta,Wschód,3 2004","960,59","811,00","669,00","1675,00","320,60"
"Lodówki,Karta,Zachód,3 2004","962,16","835,00","690,00","1725,00","303,99"
"Lodówki,Karta,Œl¹sk,3 2004","938,23","811,00","669,00","1675,00","309,25"
"Lodówki,Kredyt,Centrum,3 2004","1011,29","851,00","713,00","1758,00","331,17"
"Lodówki,Kredyt,Pomorze,3 2004","959,26","829,00","693,00","1675,00","303,07"
"Lodówki,Kredyt,Po³udnie,3 2004","984,75","835,00","713,00","1725,00","315,73"
"Lodówki,Kredyt,Pó³noc,3 2004","992,65","811,00","693,00","1675,00","347,70"
"Lodówki,Kredyt,Wschód,3 2004","954,55","811,00","693,00","1675,00","309,18"
"Lodówki,Kredyt,Zachód,3 2004","967,69","835,00","693,00","1725,00","304,65"
"Lodówki,Kredyt,Œl¹sk,3 2004","942,53","811,00","693,00","1675,00","296,28"
"Pralki,Gotówka,Centrum,3 2004","1178,00","917,00","635,00","1992,00","457,65"
"Pralki,Gotówka,Pomorze,3 2004","1121,07","874,00","605,00","1898,00","433,26"
"Pralki,Gotówka,Po³udnie,3 2004","1215,51","1308,00","623,00","1954,00","431,35"
"Pralki,Gotówka,Pó³noc,3 2004","1160,57","1270,50","675,00","1898,00","401,29"
"Pralki,Gotówka,Wschód,3 2004","1206,97","1270,50","675,00","1898,00","418,29"
"Pralki,Gotówka,Zachód,3 2004","1213,42","1199,50","645,00","1954,00","455,75"
"Pralki,Gotówka,Œl¹sk,3 2004","1130,42","874,00","605,00","1898,00","415,78"
"Pralki,Karta,Centrum,3 2004","1250,78","1357,00","623,00","1992,00","451,91"
"Pralki,Karta,Pomorze,3 2004","1091,13","874,00","626,00","1898,00","412,27"
"Pralki,Karta,Po³udnie,3 2004","1233,39","1357,00","623,00","1954,00","474,48"
"Pralki,Karta,Pó³noc,3 2004","1117,86","874,00","626,00","1898,00","386,53"
"Pralki,Karta,Wschód,3 2004","1154,86","1028,00","626,00","1898,00","426,26"
"Pralki,Karta,Zachód,3 2004","1249,15","1357,00","623,00","1954,00","434,67"
"Pralki,Karta,Œl¹sk,3 2004","1148,06","874,00","605,00","1898,00","425,46"
"Pralki,Kredyt,Centrum,3 2004","1273,19","1386,00","645,00","1992,00","463,13"
"Pralki,Kredyt,Pomorze,3 2004","1252,98","1359,00","626,00","1898,00","438,71"
"Pralki,Kredyt,Po³udnie,3 2004","1188,83","900,00","645,00","1954,00","462,86"
"Pralki,Kredyt,Pó³noc,3 2004","1112,00","874,00","626,00","1898,00","391,71"
"Pralki,Kredyt,Wschód,3 2004","1265,05","1359,00","626,00","1898,00","430,27"
"Pralki,Kredyt,Zachód,3 2004","1214,49","1359,00","626,00","1954,00","451,76"
"Pralki,Kredyt,Œl¹sk,3 2004","1111,64","874,00","626,00","1898,00","420,98"
"Telewizory,Gotówka,Centrum,3 2004","798,98","787,00","618,00","1018,00","92,01"
"Telewizory,Gotówka,Pomorze,3 2004","751,56","737,00","596,00","970,00","96,54"
"Telewizory,Gotówka,Po³udnie,3 2004","785,21","772,00","627,00","999,00","93,17"
"Telewizory,Gotówka,Pó³noc,3 2004","774,08","750,00","616,00","863,00","85,01"
"Telewizory,Gotówka,Wschód,3 2004","811,90","831,00","609,00","970,00","86,45"
"Telewizory,Gotówka,Zachód,3 2004","782,07","772,00","622,00","970,00","86,31"
"Telewizory,Gotówka,Œl¹sk,3 2004","762,66","750,00","604,00","970,00","89,93"
"Telewizory,Karta,Centrum,3 2004","794,39","779,50","647,00","999,00","84,91"
"Telewizory,Karta,Pomorze,3 2004","772,13","750,00","589,00","970,00","90,81"
"Telewizory,Karta,Po³udnie,3 2004","767,55","749,00","606,00","999,00","83,28"
"Telewizory,Karta,Pó³noc,3 2004","777,10","763,00","656,00","970,00","94,70"
"Telewizory,Karta,Wschód,3 2004","763,96","750,00","596,00","970,00","89,18"
"Telewizory,Karta,Zachód,3 2004","781,46","750,00","616,00","999,00","94,75"
"Telewizory,Karta,Œl¹sk,3 2004","758,90","750,00","596,00","970,00","96,81"
"Telewizory,Kredyt,Centrum,3 2004","798,60","787,00","635,00","1018,00","89,21"
"Telewizory,Kredyt,Pomorze,3 2004","761,05","750,00","675,00","863,00","79,76"
